"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://knightlogics.com/privacy-policy","text/html; charset=utf-8","200","OK","Indexable","","Privacy Policy | Knight Logics","30","259","How Knight Logics collects, uses, and protects personal information submitted through the website, contact forms, and checkout.","127","801","","0","Privacy Policy","14","Who We Are","10","Information We Collect","22","","","","https://knightlogics.com/privacy-policy","","","","","","11845","3988","3988","0.591","","568","104","5.462","56.965","Fairly Hard","33.916","1","0","","55","53","0","53.540","23","21","0","4","4","0","","","","","3711e7f8bc91bb329a8e5d990f616f10","0.075","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/privacy-policy","2026-07-25 14:51:35"
"https://knightlogics.com/online-ordering-systems","text/html; charset=utf-8","200","OK","Indexable","","E-Commerce & Online Ordering Systems | Knight Logics","52","495","Online ordering & e-commerce systems — menus, order-ahead checkout, Stripe flows, and owned-domain storefronts for Tampa Bay restaurants and retailers.","151","974","online ordering restaurant Tampa, e-commerce ordering system, Stripe order ahead","80","E-Commerce & Online Ordering Systems","36","Owned-domain ordering without POS lock-in","41","Restaurant and retail sites stall at PDF menus and manual orders","64","","","","https://knightlogics.com/online-ordering-systems","","","","","","27921","5726","5726","0.849","","917","154","5.955","42.478","Hard","22.978","1","0","","7","4","0","4.040","14","9","0","0","0","0","","","","","afc2b4b512a4290c528a8c25ba452ccf","0.104","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/online-ordering-systems","2026-07-25 14:51:35"
"https://knightlogics.com/crm-outreach-lead-generation","text/html; charset=utf-8","200","OK","Indexable","","CRM Outreach & Lead Generation | Knight Logics","46","435","CRM outreach & outbound lead gen — contractor email, property manager lists, send caps, and Email-Agent reply routing.","118","747","CRM outreach, outbound lead generation, contractor email outreach, property manager outreach, send caps reply routing","117","CRM Outreach & Lead Generation Systems","38","Production outreach, not spreadsheet Gmail","42","Manual outreach mixes lists, templates, and sender reputation","61","","","","https://knightlogics.com/crm-outreach-lead-generation","","","","","","32597","6694","6694","0.992","","1283","197","6.513","62.544","Normal","26.460","1","0","","18","11","0","11.110","14","7","0","0","0","0","","","","","a54c4b7bcf3487e184a408e884bbb640","0.107","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/crm-outreach-lead-generation","2026-07-25 14:51:35"
"https://knightlogics.com/case-study-knight-group","text/html; charset=utf-8","200","OK","Indexable","","Knight Group Case Study | Local SEO & Website Proof","51","476","Knight Group case study — handyman website, booking flow, local SEO & Google Business alignment for a Central Florida growth system.","132","847","","0","Performance + Local SEO — Knight Group","38","Site walkthrough & proof","24","A local service site built for Performance + Local SEO","54","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-group","","","","","","63975","12798","12798","1.897","","1687","287","5.878","55.138","Fairly Hard","18.292","1","0","","70","38","0","38.380","26","23","0","6","6","0","","","","","e96ec189f7ad96236fc596be3d97923f","0.097","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-knight-group","2026-07-25 14:51:35"
"https://knightlogics.com/images/showcase/client-logos/roof-monsters-logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","30266","30266","30266","4.485","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.072","Sat, 25 Jul 2026 18:51:36 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/showcase/client-logos/roof-monsters-logo.webp","2026-07-25 14:51:35"
"https://knightlogics.com/videoforge","text/html; charset=utf-8","200","OK","Indexable","","VideoForge Studio | Free Windows Ranked Video App","49","472","VideoForge Studio — free Windows app for ranked local video with FFmpeg clips, overlays, captions, and export. Windows 10/11 only. By Knight Logics.","148","932","","0","VideoForge Studio","17","Upload, sequence, render, export.","33","Official Demo Video Coming Soon","31","","","","https://knightlogics.com/videoforge","","","","","","24177","6053","6053","0.897","","755","124","6.089","51.961","Fairly Hard","23.145","1","0","","6","6","0","6.060","26","24","0","5","3","0","","","","","2a829add4aa3961494f87a0395f98bc6","0.154","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/videoforge","2026-07-25 14:51:35"
"https://knightlogics.com/images/GithubIcon.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","25808","25808","25808","3.825","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.057","Sat, 25 Jul 2026 17:53:51 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/GithubIcon.webp","2026-07-25 14:51:35"
"https://knightlogics.com/nicholas-knight","text/html; charset=utf-8","200","OK","Indexable","","Nicholas Knight | Tampa Bay Web Design & SEO","44","425","Nicholas Knight, Knight Logics founder in Safety Harbor — hand-coded websites, local SEO, GBP work, automation, and shipped Windows apps for Tampa Bay.","151","980","Nicholas Knight web developer, Knight Logics founder, Tampa Bay web designer, Safety Harbor developer","101","Nicholas Knight builds the systems behind Knight Logics.","56","Implementation first. Not a template shop.","42","Where to verify the work","24","","","","https://knightlogics.com/nicholas-knight","","","","","","28426","6541","6541","0.969","","548","90","6.089","47.665","Hard","14.595","1","0","","22","21","0","21.210","34","28","0","5","4","0","","","","","55fdb99f5252dfd306b8f8551b66436e","0.088","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/nicholas-knight","2026-07-25 14:51:35"
"https://knightlogics.com/starting-a-new-business","text/html; charset=utf-8","200","OK","Indexable","","Starting a New Business | Knight Logics","39","353","Starting a new business? Sequenced launch: foundation, package, Website Audit gate, GBP and website publish — plus separate growth systems for maximum…","151","986","starting a new business website, new business website, how to get my business on Google, small business website cost, website for new LLC, new business Google Business Profile","175","Starting a New Business — From Registration to Growth Systems","61","How we help you start a new business","36","Most “launches” skip the business and rush the page","51","","","","https://knightlogics.com/starting-a-new-business","","","","","","41547","8342","8342","1.236","","2051","280","7.325","69.097","Normal","30.501","1","0","","3","2","0","2.020","26","19","0","0","0","0","","","","","65f2719a9dd65e66de62b6c26ebe02fd","0.104","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/starting-a-new-business","2026-07-25 14:51:35"
"https://knightlogics.com/pricing?openPackage=website-preview-launch","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","4","3","0","3.030","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://knightlogics.com/pricing?openPackage=website-preview-launch","2026-07-25 14:51:35"
"https://knightlogics.com/llms.txt","text/plain; charset=utf-8","200","OK","Non-Indexable","noindex","","0","0","","0","0","","0","","0","","0","","0","","noindex","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","34","33","0","33.330","0","0","0","0","0","0","","","","","","0.146","Sat, 25 Jul 2026 18:51:36 GMT","","","","","1.1","","","","","","https://knightlogics.com/llms.txt","2026-07-25 14:51:35"
"https://knightlogics.com/case-study-moms-resin-tables","text/html; charset=utf-8","200","OK","Indexable","","Mom's Resin Tables Case Study | Knight Logics","45","419","Case study: MomsResinTables.com e-commerce launch by Knight Logics with custom builder, login, order tracking, and Stripe checkout.","131","837","","0","E-Commerce Launch — Mom's Resin Tables","38","Storefront walkthrough & proof","30","Full e-commerce platform with product catalog, custom builder, and user authentication","86","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-moms-resin-tables","","","","","","47330","10119","10119","1.500","","1295","222","5.833","50.398","Fairly Hard","19.768","1","0","","8","6","0","6.060","25","23","0","3","3","0","","","","","8ce4ce00ecead7926ad5b67e71f8a67","0.177","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-moms-resin-tables","2026-07-25 14:51:35"
"https://knightlogics.com/display-control-plus","text/html; charset=utf-8","200","OK","Indexable","","Display Control+ | Knight Logics","32","281","Windows utility for per-monitor OLED and LCD protection with tray controls, idle detection modes, and persistent overlays.","122","751","","0","Display Control+","16","Protect idle screens. Keep active screens untouched.","52","Introduction Video Coming Soon","30","","","","https://knightlogics.com/display-control-plus","","","","","","22602","5414","5414","0.802","","601","115","5.226","33.175","Hard","21.467","1","0","","6","4","0","4.040","24","21","0","5","3","0","","","","","11f271e7a3744ed6a905e6d9e2bc917d","0.073","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/display-control-plus","2026-07-25 14:51:35"
"https://knightlogics.com/package-max-authority","text/html; charset=utf-8","200","OK","Indexable","","Max Authority Site ($4,500 · up to 40 pages PROJECT) | Knight Logics","68","615","Max Authority Site $4,500 — up to 40 individually researched and planned pages with conversion architecture, technical implementation, measurement, QA, and a GBP pass.","167","1060","","0","Max Authority Site","18","Included","8","Excluded (sold separately)","26","","","","https://knightlogics.com/package-max-authority","","","","","","15923","4591","4591","0.680","","917","150","6.113","58.738","Fairly Hard","37.666","1","0","","11","5","0","5.050","23","8","0","0","0","0","","","","","fd0f39e68216a3cc6011ea5e56e1c826","0.081","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/package-max-authority","2026-07-25 14:51:35"
"https://knightlogics.com/images/Knight%20Group%20Logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","13636","13636","13636","2.021","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.146","Sat, 25 Jul 2026 18:51:36 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/Knight%20Group%20Logo.webp","2026-07-25 14:51:35"
"https://knightlogics.com/referral-network-systems","text/html; charset=utf-8","200","OK","Indexable","","Referral Network Systems | Knight Logics","40","369","Referral tracking & partner attribution — /ref paths, QR brochures, Neon events, and earned vs paid dashboards.","111","691","referral tracking, partner attribution, QR referral, referral payout dashboard","78","Referral Network & Tracking Systems","35","Partner attribution that scales trust","37","Partner referrals are impossible to attribute fairly","52","","","","https://knightlogics.com/referral-network-systems","","","","","","31457","6236","6236","0.924","","1133","197","5.751","62.710","Normal","24.515","1","0","","30","13","0","13.130","14","9","0","0","0","0","","","","","973e422c87549cf3cfe32f4b8d19f286","0.170","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/referral-network-systems","2026-07-25 14:51:35"
"https://knightlogics.com/demos/preview-launch/","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Harbor Line Painting | Tampa Bay Preview Launch Sample","54","518","Harbor Line Painting demonstration site — interior and exterior painting across Tampa Bay. Knight Logics Preview Launch sample.","127","805","","0","Paint that looks finished — not rushed.","39","What we paint","13","Prep first. Then paint.","23","noindex,follow","noindex, nofollow, noarchive","","","","","","","","8645","2565","2565","0.380","","274","52","5.269","64.089","Normal","25.656","1","2","","4","3","0","3.030","26","15","0","0","0","0","","","","","89485441ac1e801a16f6dadb65fe16d8","0.093","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/demos/preview-launch/","2026-07-25 14:51:35"
"https://knightlogics.com/images/ManCavesLogo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","33868","33868","33868","5.019","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.094","Sat, 25 Jul 2026 18:51:36 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/ManCavesLogo.webp","2026-07-25 14:51:35"
"https://knightlogics.com/pricing?openPackage=website-local-launch-max","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","4","3","0","3.030","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://knightlogics.com/pricing?openPackage=website-local-launch-max","2026-07-25 14:51:35"
"https://knightlogics.com/pricing","text/html; charset=utf-8","200","OK","Indexable","","Tampa Bay Web Design & SEO Pricing | Knight Logics","50","473","Outcome-first pricing for websites, e-commerce, visibility, and operations — from a $200 preview to scoped authority networks and managed growth systems.","153","972","web design pricing Tampa, local SEO cost Florida, small business website price, growth systems pricing","102","Clear packages for the next stage of your business","50","Move from a preview to a researched authority network","53","Choose the lightest checkout that fits how you sell","51","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/pricing","","","","","","135788","20572","20572","3.049","","3481","680","5.119","58.808","Fairly Hard","17.746","1","0","","106","39","0","39.390","67","58","0","0","0","0","","","","","85346643a36952db4bf372a2674e13ed","0.061","Sat, 25 Jul 2026 17:53:49 GMT","","","","en","1.1","","","","","","https://knightlogics.com/pricing","2026-07-25 14:51:35"
"https://knightlogics.com/disclaimer","text/html; charset=utf-8","200","OK","Indexable","","Service Disclaimer | Knight Logics","34","302","Disclaimer for Knight Logics. Important limitations and disclosures regarding our website design, local SEO, and automation services.","133","820","","0","Disclaimer","10","General Information","19","Portfolio Demo Applications","27","","","","https://knightlogics.com/disclaimer","","","","","","9766","3441","3441","0.510","","373","60","6.217","37.449","Hard","30.385","1","0","","35","33","0","33.330","21","20","0","0","0","0","","","","","f9f398d4874b4b89cfb7eeca8520e6de","0.067","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/disclaimer","2026-07-25 14:51:35"
"https://knightlogics.com/images/showcase/knight-group-showcase.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","44482","44482","44482","6.592","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Sat, 25 Jul 2026 18:51:36 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/showcase/knight-group-showcase.webp","2026-07-25 14:51:35"
"https://knightlogics.com/terms-of-service","text/html; charset=utf-8","200","OK","Indexable","","Terms of Service | Knight Logics","32","288","Terms of Service for Knight Logics. Terms and conditions for custom website design, local SEO, e-commerce, and automation services.","131","827","","0","Terms of Service","16","Acceptance of Terms","19","Services","8","","","","https://knightlogics.com/terms-of-service","","","","","","11350","3811","3811","0.565","","491","80","6.138","54.149","Fairly Hard","31.812","1","0","","55","53","0","53.540","21","20","0","0","0","0","","","","","57318cc26f4a8389bb437fd0cf41a5dd","0.110","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/terms-of-service","2026-07-25 14:51:35"
"https://knightlogics.com/web-designer-tampa","text/html; charset=utf-8","200","OK","Indexable","","Web Design Tampa FL | Hand-Coded Sites That Rank","48","471","Web design Tampa FL — hand-coded sites for Hillsborough County service businesses with local SEO, GBP alignment, and Tampa Bay case studies. Free audit.","152","976","Tampa web designer, web design Tampa FL, Tampa website designer, local SEO Tampa, Hillsborough County web design","112","Tampa Web Designer for Service Businesses","41","Talk Through Your Project","25","Why Tampa needs a stronger website than a template","50","","","","https://knightlogics.com/web-designer-tampa","","","","","","40233","9818","9818","1.455","","1549","222","6.977","61.848","Normal","27.156","1","0","","71","53","0","53.540","61","36","0","0","0","0","","","","","ce938a215e00a514b288b50efafcff3","0.110","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/web-designer-tampa","2026-07-25 14:51:35"
"https://knightlogics.com/service-websites","text/html; charset=utf-8","200","OK","Indexable","","Custom Website Design & Local SEO Tampa Bay","43","431","Custom website design & local SEO for Tampa Bay — hand-coded sites, schema, Google Business alignment, and conversion paths built to rank and book jobs.","152","975","Tampa Bay web design, small business website designer, hand-coded websites Florida, local SEO website, Google Business Profile website alignment","144","Custom Websites That Rank & Convert","35","What's Included","15","Live Sites & Case Studies","25","","","","https://knightlogics.com/service-websites","","","","","","61430","13236","13236","1.962","","1989","343","5.799","60.417","Normal","22.556","1","0","","116","56","0","56.570","88","51","0","0","0","0","","","","","1f60808abcd8e3b7a72eefba6b707d06","0.103","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/service-websites","2026-07-25 14:51:36"
"https://knightlogics.com/cookie-policy","text/html; charset=utf-8","200","OK","Indexable","","Website Cookie Policy | Knight Logics","37","333","Cookie Policy for Knight Logics. Details on cookies used by Google Analytics, Microsoft Clarity, and Stripe on our website.","123","743","","0","Cookie Policy","13","What Are Cookies","16","Cookies We Use","14","","","","https://knightlogics.com/cookie-policy","","","","","","10437","3543","3543","0.525","","396","75","5.280","58.126","Fairly Hard","28.447","1","0","","2","2","0","2.020","21","20","0","4","4","0","","","","","28eb5672d7c663a7a88849204f2429f4","0.207","Sat, 25 Jul 2026 18:51:36 GMT","","","","en","1.1","","","","","","https://knightlogics.com/cookie-policy","2026-07-25 14:51:35"
"https://knightlogics.com/images/showcase/faith-works-og-card.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","212588","212588","212588","31.506","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.127","Sat, 25 Jul 2026 18:51:37 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/showcase/faith-works-og-card.jpg","2026-07-25 14:51:36"
"https://knightlogics.com/auto-vid-compiler","text/html; charset=utf-8","200","OK","Indexable","","Auto Vid Compiler | Knight Logics","33","298","Windows app that turns a folder of clips into a highlight reel with intro, music, end trimming, overlap-aware sequencing, and one-click export.","143","862","","0","Auto Vid Compiler","17","Point it at a folder. Get back a finished video.","48","What It Does","12","","","","https://knightlogics.com/auto-vid-compiler","","","","","","22662","5634","5634","0.835","","698","121","5.769","75.656","Fairly Easy","20.550","1","0","","5","5","0","5.050","25","22","0","5","3","0","","","","","19297e644bdac4db581ee0667649686","0.080","Sat, 25 Jul 2026 18:51:37 GMT","","","","en","1.1","","","","","","https://knightlogics.com/auto-vid-compiler","2026-07-25 14:51:36"
"https://knightlogics.com/images/Display-Control-Plus-Logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","32690","32690","32690","4.845","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.085","Sat, 25 Jul 2026 18:51:37 GMT","","","","","1.1","","","","","","https://knightlogics.com/images/Display-Control-Plus-Logo.webp","2026-07-25 14:51:36"
